channelGrouping,date,visitNumber,month,year,visitHour,browser,operatingSystem,isMobile,deviceCategory,continent,subContinent,country,region,metro,city,networkDomain,hits,pageviews,bounces,newVisits,campaign,source,medium,keyword,transactionRevenue
6,2016-09-02,1,9,2016,1,5,8,0,0,4,17,26,77,21,101,1029,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,19,5,8,0,0,4,7,124,77,21,101,436,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,21,5,8,0,0,4,17,95,77,21,101,0,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,3,18,5,0,0,3,14,117,77,21,101,18,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,1,5,8,0,0,4,12,37,77,21,101,336,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,22,5,8,0,0,4,17,55,77,21,101,1165,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,17,8,8,0,0,4,7,94,40,0,98,823,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,14,5,8,0,0,4,17,95,77,21,101,716,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,20,7,8,0,0,2,11,127,77,21,101,0,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,21,5,8,0,0,4,20,81,77,21,101,1287,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,1,5,8,0,0,4,7,94,77,21,101,0,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,0,18,5,0,0,3,14,51,31,0,41,395,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,15,5,8,0,0,4,17,106,77,21,101,954,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,4,5,8,0,0,4,7,124,77,21,101,1149,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,22,8,5,0,0,4,20,41,77,21,101,0,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,17,5,8,0,0,3,14,51,31,0,41,1165,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,8,18,5,0,0,3,14,117,77,21,101,94,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,15,9,8,0,0,3,6,109,60,0,86,1165,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,13,8,8,0,0,4,17,55,77,21,101,1251,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,3,5,8,0,0,3,19,54,67,0,93,154,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,12,18,11,1,2,3,6,57,77,21,101,378,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,1,5,8,0,0,3,14,117,3,0,6,94,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,20,5,8,0,0,5,1,5,47,0,92,160,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,9,5,8,0,0,3,14,51,77,21,101,1165,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,22,5,8,0,0,4,20,11,77,21,101,1066,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,20,5,8,0,0,4,7,28,77,21,101,994,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,15,5,8,0,0,3,19,54,67,0,93,1165,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,17,18,5,0,0,4,7,16,77,21,101,773,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,8,18,5,0,0,4,20,41,77,21,101,1165,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,13,5,8,0,0,4,20,41,77,21,101,1032,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,4,7,8,0,0,3,6,57,77,21,101,0,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,11,8,8,0,0,4,20,6,77,21,101,1060,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,5,5,8,0,0,4,7,94,77,21,101,0,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,0,18,5,0,0,3,14,93,77,21,101,1165,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,16,18,5,0,0,3,14,51,31,0,41,607,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,7,5,1,1,1,3,6,115,77,21,101,476,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,3,5,8,0,0,4,7,94,40,0,98,220,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,14,5,8,0,0,3,6,109,77,21,101,1165,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,20,18,5,0,0,4,17,55,77,21,101,1226,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,4,8,8,0,0,4,12,37,77,21,101,366,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,7,7,8,0,0,2,11,127,77,21,101,0,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,7,5,8,0,0,3,14,51,77,21,101,1165,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,18,5,8,0,0,3,6,57,77,21,101,0,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,19,5,8,0,0,3,6,47,77,21,101,293,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,8,5,8,0,0,3,14,117,77,21,101,848,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,22,5,8,0,0,4,7,98,77,21,101,1165,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,19,18,5,0,0,4,12,113,77,21,101,959,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,16,18,5,0,0,4,7,94,77,21,101,526,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,23,8,8,0,0,4,20,41,77,21,101,1058,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,6,7,8,0,0,3,6,57,77,21,101,0,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,10,5,8,0,0,3,14,117,77,21,101,1107,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,1,18,5,0,0,3,14,117,77,21,101,18,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,2,8,8,0,0,3,19,101,77,21,101,920,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,7,5,5,0,0,2,11,19,77,21,101,945,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,2,20,1,1,1,3,16,50,75,0,45,829,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,4,9,2016,10,5,1,1,1,2,3,74,77,21,101,646,1,1.0,1,0,0,63,5,16,0
6,2016-09-02,1,9,2016,0,9,8,1,1,3,19,125,77,21,101,1165,1,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,17,5,5,0,0,2,11,127,0,0,0,0,1,1.0,1,1,0,36,5,16,0
6,2016-09-02,1,9,2016,12,5,8,0,0,2,11,127,9,18,22,0,1,1.0,1,1,0,17,5,16,0
6,2016-09-02,1,9,2016,17,5,4,0,0,2,11,127,0,0,0,0,1,1.0,1,1,0,36,5,16,0
6,2016-09-02,1,9,2016,12,5,8,0,0,3,6,109,60,0,86,1165,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,7,5,8,0,0,2,13,23,77,21,101,1154,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,4,8,4,0,0,4,17,110,77,21,101,885,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,16,5,8,0,0,4,12,113,77,21,101,262,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,23,15,8,0,0,4,20,41,77,21,101,0,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,17,5,8,0,0,4,7,124,77,21,101,1149,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,21,5,8,0,0,4,12,126,77,21,101,85,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,11,18,5,0,0,3,19,121,29,0,38,1123,2,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,2,5,8,0,0,4,20,41,77,21,101,1032,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,10,5,8,0,0,4,12,86,77,21,101,748,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,17,5,8,0,0,4,7,94,77,21,101,619,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,17,5,1,1,1,3,14,131,77,21,101,1217,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,15,18,5,0,0,4,7,98,77,21,101,0,2,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,17,5,8,0,0,3,16,50,77,21,101,61,2,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,18,5,8,0,0,4,17,110,77,21,101,885,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,0,5,8,0,0,2,3,74,77,21,101,842,2,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,23,5,8,0,0,4,17,55,77,21,101,1165,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,17,5,8,0,0,4,20,38,77,21,101,1235,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,17,5,8,0,0,3,14,117,77,21,101,1107,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,3,5,8,0,0,1,10,2,77,21,101,1165,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,18,5,8,0,0,4,17,55,35,0,76,1056,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,13,9,8,1,1,4,20,81,77,21,101,839,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,19,5,8,0,0,2,3,74,77,21,101,842,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,1,5,1,1,1,4,20,11,77,21,101,623,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,3,5,8,0,0,3,19,121,77,21,101,1123,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,2,9,2016,21,5,1,1,1,4,7,99,77,21,101,143,2,2.0,0,0,0,63,5,16,0
6,2016-09-02,1,9,2016,14,5,1,1,1,3,14,51,77,21,101,1165,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,7,5,1,1,1,4,20,38,0,0,0,943,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,16,12,0,0,0,4,12,126,19,10,49,961,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,18,5,8,0,0,4,20,81,77,21,101,771,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,17,7,8,0,0,4,20,11,77,21,101,0,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,14,8,8,0,0,4,7,99,77,21,101,1127,2,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,22,18,5,0,0,2,13,15,77,21,101,847,2,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,17,5,8,0,0,4,7,124,77,21,101,1118,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,18,5,8,0,0,4,7,99,77,21,101,380,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,19,9,8,0,0,4,7,94,77,21,101,1187,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,21,15,8,0,0,1,18,29,0,0,0,115,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,8,5,8,0,0,3,14,70,77,21,101,1165,2,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,17,5,8,0,0,4,7,94,77,21,101,46,2,1.0,1,1,0,63,5,16,0
6,2016-09-02,1,9,2016,3,5,8,0,0,2,13,15,77,21,101,464,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,18,9,8,0,0,3,6,57,77,21,101,916,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,23,5,8,0,0,3,19,54,67,0,93,154,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,2,5,8,0,0,4,7,94,77,21,101,0,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,2,5,8,0,0,2,13,21,77,21,101,1233,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,23,18,5,0,0,1,10,78,77,21,101,0,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,23,5,8,0,0,2,3,74,77,21,101,842,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,15,18,5,0,0,3,14,131,25,0,31,1165,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,4,9,2016,13,5,8,0,0,1,10,120,0,0,96,258,2,2.0,0,0,0,63,5,16,0
6,2016-09-02,1,9,2016,23,18,5,0,0,2,3,74,50,0,56,842,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,11,5,8,0,0,4,20,38,77,21,101,1235,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,1,18,5,0,0,2,13,92,36,0,47,0,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,12,5,8,0,0,2,3,74,50,0,56,842,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,9,5,8,0,0,4,17,55,77,21,101,1056,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,1,18,5,0,0,3,14,117,77,21,101,18,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,17,18,5,0,0,4,7,98,77,21,101,874,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,7,18,5,0,0,3,16,50,77,21,101,1165,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,20,18,5,0,0,2,13,15,77,21,101,0,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,21,5,8,0,0,2,13,130,77,21,101,209,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,9,18,5,0,0,2,13,92,36,0,47,1165,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,3,18,5,0,0,2,2,31,0,0,0,1165,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,3,5,8,0,0,2,13,15,63,0,84,0,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,20,18,5,0,0,3,19,101,77,21,101,920,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,16,18,5,0,0,4,7,98,77,21,101,874,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,22,18,5,0,0,1,18,102,77,21,101,1165,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,8,5,8,0,0,3,14,93,77,21,101,826,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,21,18,5,0,0,2,13,15,77,21,101,464,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,20,18,5,0,0,4,7,98,77,21,101,893,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,22,5,8,0,0,2,3,74,77,21,101,842,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,20,18,5,0,0,2,3,74,43,0,53,119,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,21,5,8,0,0,3,6,115,77,21,101,1165,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,0,18,5,0,0,3,19,54,67,0,93,523,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,20,18,5,0,0,3,14,131,77,21,101,1165,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,21,18,5,0,0,2,13,15,77,21,101,0,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,19,5,8,0,0,2,13,15,77,21,101,1211,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,13,5,8,0,0,3,19,121,77,21,101,1123,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,21,5,8,0,0,1,18,20,77,21,101,297,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,21,5,8,0,0,2,2,31,77,21,101,245,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,22,18,5,0,0,2,3,74,77,21,101,640,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,22,5,8,0,0,2,13,15,77,21,101,0,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,4,18,5,0,0,3,14,104,0,0,88,952,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,7,7,8,0,0,2,11,127,77,21,101,0,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,9,18,5,0,0,2,13,130,77,21,101,209,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,20,18,5,0,0,4,20,38,77,21,101,845,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,11,18,5,0,0,2,13,92,36,0,47,0,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,2,9,2016,19,5,8,0,0,2,3,74,77,21,101,842,2,2.0,0,0,0,63,5,16,0
6,2016-09-02,1,9,2016,12,5,8,0,0,3,14,117,3,0,6,18,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,3,18,5,0,0,2,3,45,77,21,101,713,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,9,18,5,0,0,3,14,117,3,0,6,1165,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,22,5,8,0,0,3,16,50,77,21,101,1165,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,1,5,8,0,0,2,13,15,77,21,101,1165,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,16,18,5,0,0,4,20,38,77,21,101,1235,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,20,18,5,0,0,2,3,74,43,0,53,938,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,14,18,5,0,0,3,14,51,77,21,101,395,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,23,18,5,0,0,2,3,74,50,0,56,842,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,17,5,8,0,0,2,13,15,77,21,101,175,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,18,18,5,0,0,1,10,120,0,0,96,1165,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,19,5,8,0,0,3,14,117,3,0,6,18,2,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,3,15,8,0,0,2,11,127,77,21,101,1165,2,1.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,9,18,11,1,2,2,11,127,77,21,101,1173,2,1.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,21,5,8,0,0,3,16,88,77,21,101,1165,2,1.0,1,1,0,63,5,16,0
6,2016-09-02,2,9,2016,16,5,4,0,0,4,20,41,77,21,101,0,2,2.0,0,0,0,50,5,16,0
6,2016-09-02,1,9,2016,7,19,11,1,1,2,11,127,9,18,80,0,2,2.0,0,1,0,38,5,16,0
6,2016-09-02,7,9,2016,12,9,8,0,0,3,6,115,77,21,101,476,2,2.0,0,0,0,17,5,16,0
6,2016-09-02,1,9,2016,20,7,8,0,0,2,11,127,77,21,101,1198,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,8,5,1,1,1,2,13,15,77,21,101,518,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,11,5,8,0,0,2,3,25,77,21,101,290,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,17,5,4,0,0,2,11,127,77,21,101,241,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,22,5,8,0,0,2,13,92,36,0,47,989,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,0,18,5,0,0,3,19,121,29,0,38,1123,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,23,5,8,0,0,3,19,121,29,0,38,1165,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,19,18,5,0,0,3,19,121,29,0,38,1165,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,14,5,8,0,0,4,7,98,77,21,101,874,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,17,5,8,0,0,3,6,115,77,21,101,476,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,0,5,8,0,0,3,16,111,0,0,20,1165,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,17,18,5,0,0,4,17,55,77,21,101,131,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,0,18,5,0,0,3,19,121,77,21,101,1123,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,8,18,5,0,0,3,14,117,3,0,6,1165,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,0,18,5,0,0,2,13,15,63,0,84,1073,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,1,18,5,0,0,2,3,74,77,21,101,872,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,21,18,5,0,0,4,17,43,77,21,101,1082,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,5,18,5,0,0,3,14,117,3,0,6,18,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,22,18,5,0,0,2,13,15,62,0,75,1211,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,19,18,5,0,0,2,13,15,63,0,84,1073,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,2,9,2016,5,5,8,0,0,2,13,92,77,21,101,989,3,3.0,0,0,0,63,5,16,0
6,2016-09-02,1,9,2016,4,18,5,0,0,3,19,121,30,0,39,1123,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,20,5,8,0,0,3,19,121,1,0,2,1165,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,19,18,5,0,0,3,19,121,77,21,101,1123,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,2,9,2016,16,5,8,0,0,3,19,121,30,0,39,1123,3,3.0,0,0,0,63,5,16,0
6,2016-09-02,1,9,2016,22,5,8,0,0,2,13,15,77,21,101,1211,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,12,18,5,0,0,3,14,131,77,21,101,1217,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,23,5,8,0,0,3,14,93,77,21,101,826,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,18,5,1,1,1,4,12,126,77,21,101,85,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,14,5,8,0,0,3,4,59,0,0,0,1165,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,9,18,5,0,0,2,13,23,77,21,101,789,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,8,18,5,0,0,2,13,23,77,21,101,789,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,17,18,5,0,0,4,17,68,77,21,101,1165,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,5,5,8,0,0,2,11,127,77,21,101,0,3,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,20,5,8,0,0,2,11,127,77,21,101,471,3,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,7,16,0,1,1,1,5,60,0,0,62,780,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,21,16,0,1,1,0,0,0,0,0,0,780,3,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,7,7,8,0,0,2,11,127,77,21,101,0,3,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,9,5,8,0,0,2,11,127,77,21,101,0,3,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,2,8,4,0,0,3,16,50,14,0,63,1165,3,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,0,5,5,0,0,4,12,113,77,21,101,177,3,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,12,5,8,0,0,3,19,87,77,21,101,1165,3,2.0,0,1,0,63,5,16,0
6,2016-09-02,2,9,2016,22,8,5,0,0,4,20,41,77,21,101,0,3,2.0,0,0,0,63,5,16,0
6,2016-09-02,1,9,2016,2,18,5,0,0,2,11,127,77,21,101,151,3,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,4,5,8,0,0,2,11,127,77,21,101,260,3,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,10,9,8,0,0,2,11,19,52,0,95,247,4,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,5,9,8,0,0,5,1,83,77,21,101,501,4,4.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,2,5,8,0,0,2,11,127,77,21,101,898,4,4.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,20,5,8,0,0,2,11,127,77,21,101,261,4,4.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,9,5,8,0,0,2,11,127,77,21,101,1252,4,4.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,12,9,8,0,0,2,11,127,77,21,101,0,4,3.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,4,5,8,0,0,2,3,74,43,0,53,201,4,4.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,20,15,8,0,0,4,7,99,77,21,101,380,4,4.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,14,18,5,0,0,4,17,43,77,21,101,797,4,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,17,18,5,0,0,3,19,125,77,21,101,65,4,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,20,18,5,0,0,3,19,121,77,21,101,1123,4,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,21,18,5,0,0,2,13,15,63,0,84,1215,4,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,20,18,5,0,0,3,14,131,25,0,31,1207,4,4.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,18,18,5,0,0,3,19,121,77,21,101,1123,4,4.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,1,18,5,0,0,2,13,128,77,21,101,76,4,4.0,0,1,0,63,5,16,0
6,2016-09-02,2,9,2016,15,16,1,1,1,3,16,50,14,0,63,780,4,4.0,0,0,0,63,5,16,0
6,2016-09-02,2,9,2016,14,5,8,0,0,4,17,68,77,21,101,257,4,2.0,0,0,0,63,5,16,0
6,2016-09-02,1,9,2016,16,18,5,0,0,3,14,63,77,21,101,1165,4,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,16,18,5,0,0,3,14,93,77,21,101,1165,4,4.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,1,5,8,0,0,2,11,127,77,21,101,104,4,2.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,9,5,1,1,1,2,11,127,77,21,101,702,4,4.0,0,1,0,63,5,16,0
6,2016-09-02,1,9,2016,15,18,5,0,0,3,16,111,0,0,20,1165,4,4.0,0,1,0,63,5,16,0
